Id,SalePrice
1461,100688.58175690379
1462,161717.66033780063
1463,167078.88527452876
1464,185144.57343325322
1465,216930.50075668306
1466,177559.24749160535
1467,173820.645776978
1468,171135.37244934146
1469,217058.1124368559
1470,99066.62356829992
1471,208376.15308732702
1472,113420.0389789918
1473,102053.39495534846
1474,157642.1140470507
1475,142687.8937068053
1476,336143.1643359284
1477,268555.8648107876
1478,300278.7885259765
1479,293980.47033972363
1480,400434.1413572193
1481,309730.129046886
1482,235765.98900466063
1483,192028.27264207066
1484,193754.64885663684
1485,187319.030086349
1486,212242.67768482934
1487,317794.912947509
1488,270955.53626161395
1489,203552.59530486655
1490,206634.39822465996
1491,207340.00838962547
1492,93431.59221411985
1493,196555.0011728981
1494,289519.04917045496
1495,288904.69881467917
1496,227472.41657262924
1497,208931.46360806026
1498,171016.47357995226
1499,171329.927289475
1500,154556.254603212
1501,173698.6168133209
1502,160395.55593104032
1503,270671.61325458577
1504,240906.7179234794
1505,226178.0228938975
1506,216904.4956918878
1507,247950.74816034432
1508,189193.90320878732
1509,183438.80647027842
1510,150983.5608137583
1511,148650.63797765016
1512,165358.6013441186
1513,180442.0778320341
1514,170733.97271599807
1515,243214.43745854986
1516,152944.61541696335
1517,160041.66189806606
1518,168653.15998459817
1519,227534.90085906885
1520,124355.47870831378
1521,130745.65865069651
1522,200617.6366841474
1523,100097.62447946751
1524,111489.06604399136
1525,104237.37321931496
1526,107940.27458158042
1527,98042.99312570388
1528,143374.87784768548
1529,141041.97239780542
1530,191208.68182727438
1531,121454.38068449916
1532,72975.44854764431
1533,156408.17943503172
1534,140342.78056922578
1535,158351.35280279932
1536,112523.06928606611
1537,37762.195206393255
1538,173145.59230526537
1539,217149.56362989522
1540,137921.0648907926
1541,159355.5260721643
1542,154296.81609324482
1543,216167.0029362284
1544,51088.15630962467
1545,108491.26131266239
1546,136009.64349225746
1547,124168.09504159051
1548,135689.72115875478
1549,102417.90946833766
1550,121322.26961711631
1551,119440.65847931989
1552,133245.01284431736
1553,135903.35459605604
1554,128032.94668759592
1555,163800.7690236012
1556,91398.4361180726
1557,109249.71247180505
1558,96467.41104245279
1559,102724.27050076192
1560,122226.62528504641
1561,153335.5417952966
1562,116914.576045817
1563,102296.10595131316
1564,173605.38619239884
1565,141151.67770465347
1566,229970.93727373309
1567,63682.38688605814
1568,205557.54297826695
1569,95523.67018261808
1570,141903.77081828634
1571,129984.21800847421
1572,137622.28912976407
1573,247483.93852352747
1574,141775.1401611066
1575,224309.80526153254
1576,220074.64540736773
1577,204338.20014588977
1578,133094.11184198246
1579,144701.35482692835
1580,207404.1137779008
1581,133431.2429481023
1582,119033.96960742329
1583,308103.6536648357
1584,236871.35222712508
1585,156876.47659573168
1586,44684.402977993945
1587,105572.66893253359
1588,135971.33993339445
1589,93859.02478698012
1590,149870.79597236426
1591,73163.5705174068
1592,124600.6367586935
1593,116762.61706695124
1594,141538.11082888162
1595,116548.82145971991
1596,223708.67502099555
1597,185828.29744169046
1598,207003.186794793
1599,204414.6002315057
1600,205823.1051754665
1601,-4034.386677291477
1602,113417.25116049289
1603,59039.338499978185
1604,262687.85106764245
1605,259164.01208700915
1606,168659.12744573527
1607,230841.74470984074
1608,228276.38666005852
1609,203146.86959423893
1610,154598.95044747065
1611,157297.47817313042
1612,183210.85591807566
1613,170707.63523046975
1614,113978.71579111204
1615,70365.99635977787
1616,70365.99635977787
1617,84500.01720416849
1618,115734.39116188255
1619,122992.41229719925
1620,188060.74815637548
1621,143402.5771455022
1622,123250.043531114
1623,271679.2568105862
1624,203048.7915774479
1625,114991.14649534249
1626,181692.41164685343
1627,185530.22225691122
1628,281813.4830994834
1629,206054.05449350388
1630,351541.7816950616
1631,241173.92047225474
1632,265373.8211421806
1633,183925.60073789652
1634,188434.5304466153
1635,167878.96149353893
1636,170116.4672570282
1637,170953.7296355504
1638,225920.94911221066
1639,211012.6210373866
1640,283265.05724022933
1641,218425.59694730467
1642,227673.3975646377
1643,246415.76137328823
1644,240066.46760669746
1645,182164.15253337962
1646,149437.2176519686
1647,177130.03934669332
1648,148482.4579352748
1649,123242.35001524678
1650,97240.85787047609
1651,108905.07054368476
1652,114806.70465882891
1653,114113.37181891035
1654,161248.7648132837
1655,163132.50233004545
1656,159028.77972688782
1657,162635.4304931208
1658,159722.1125668066
1659,143381.22654672363
1660,151534.48187804664
1661,352190.29017882445
1662,344201.15361073706
1663,335019.7067512444
1664,419851.79652414704
1665,306213.18129669316
1666,289229.8803935305
1667,320430.48385554855
1668,306923.20129029127
1669,284033.07294719736
1670,313516.2440879878
1671,254368.43205537996
1672,375371.4192994202
1673,278580.51004275936
1674,272451.1610962355
1675,195476.94118240452
1676,190202.5069442473
1677,216366.3294969916
1678,399624.7318803638
1679,330934.8843141836
1680,308791.13113487954
1681,265065.0263882156
1682,280743.0147777123
1683,218046.82152766804
1684,191931.13443486183
1685,175740.96434614784
1686,200982.12680050614
1687,187632.48379587173
1688,207674.276890076
1689,204337.66400765884
1690,195911.47372654942
1691,182751.51933865785
1692,259508.45774259535
1693,187319.030086349
1694,176639.38721062872
1695,188679.00255995174
1696,271140.7680332039
1697,188365.54885042948
1698,323135.5027837218
1699,310798.7831659261
1700,235950.06196061266
1701,268853.25282549695
1702,282966.65526519064
1703,279112.2610142296
1704,282881.9109912133
1705,242054.73751938646
1706,380925.93293974106
1707,224971.31369414576
1708,221209.19144428964
1709,284938.42806898174
1710,243991.09407141875
1711,251854.71596917347
