Id,SalePrice
1461,104776.94278113148
1462,164465.84153798665
1463,166112.22252041497
1464,190561.53210916207
1465,214082.3565598058
1466,177452.96526973764
1467,181427.88257422764
1468,170575.8611984281
1469,212933.5438186538
1470,97027.21387729095
1471,205247.5223879984
1472,112691.06174670742
1473,101385.8847753834
1474,163677.2752521697
1475,146483.07900662674
1476,333242.2344123442
1477,264770.241175727
1478,296320.7539722563
1479,289579.07160250563
1480,393528.2489445626
1481,306782.1895300017
1482,232328.0863481299
1483,188825.44073224976
1484,190943.14099914464
1485,186586.25435187365
1486,211750.00562126352
1487,315585.35508734896
1488,267140.3167238368
1489,200307.46417895542
1490,203059.7169548415
1491,206773.99434044957
1492,86884.42877145647
1493,195311.60997029254
1494,288984.3401277289
1495,287293.40902132913
1496,223657.6938287418
1497,208365.93143895315
1498,170596.24104280304
1499,170741.15401033917
1500,154227.04444890656
1501,173331.4204350568
1502,160082.76508139726
1503,266139.0379174857
1504,240114.53432988678
1505,222572.56211591535
1506,219693.85535028763
1507,247316.49387134518
1508,188931.91730650212
1509,188392.424849879
1510,147843.8263245544
1511,145823.54093655362
1512,169017.09080044413
1513,180057.26562400698
1514,166690.6339537718
1515,245124.77474897425
1516,159178.12065045373
1517,168931.79408142832
1518,165972.35158758494
1519,222923.65788943158
1520,121530.77562937816
1521,127758.27147676214
1522,196712.56237240136
1523,99196.28886486171
1524,121699.61902461038
1525,108282.63153307862
1526,105541.35120849055
1527,97194.43132818886
1528,151977.13042417006
1529,144528.8689307773
1530,197045.69823047728
1531,112401.80281424103
1532,78930.40469870903
1533,166107.0324990789
1534,141865.9758197253
1535,159676.55038105394
1536,110521.47802146128
1537,10242.060515946941
1538,182405.60483837803
1539,226809.60029698303
1540,119836.91053309501
1541,159941.19479833916
1542,151295.8075206133
1543,214357.5250175444
1544,58591.85482697282
1545,119347.71732862783
1546,139808.61556805274
1547,127971.99118384183
1548,147357.32860471937
1549,108272.86735782376
1550,118932.91599203926
1551,113132.55344491801
1552,128564.9844943115
1553,138742.7440774392
1554,135384.5096124604
1555,160564.37974807527
1556,73243.97770770104
1557,95153.84795139893
1558,94429.70306935092
1559,70501.14235333377
1560,129877.73591882689
1561,136535.61974519072
1562,120133.2186555753
1563,99962.13432973786
1564,170048.49181001377
1565,140706.37180452677
1566,234419.11254972988
1567,52863.20180264395
1568,202673.62681148155
1569,80535.52161940746
1570,145858.16367195523
1571,129092.67135741026
1572,140087.11207017908
1573,242527.85349755269
1574,127078.78147149226
1575,220024.2417780992
1576,232857.11876585078
1577,201225.75542667252
1578,138362.87115932722
1579,141738.5802759328
1580,206635.3633525183
1581,144624.23783952673
1582,123239.91262498405
1583,303265.7643937515
1584,236380.7603965716
1585,153991.77317086468
1586,39483.46685850131
1587,109591.80668825726
1588,139106.3384861329
1589,92924.90760809113
1590,153039.96676845406
1591,70535.61806124914
1592,116922.04974763328
1593,119963.20864439383
1594,150718.61388141755
1595,94080.10237783776
1596,221493.16929657361
1597,185936.0104858342
1598,210517.50103606586
1599,207642.4731769655
1600,203281.3601005769
1601,-6223.243361717323
1602,104241.36780187907
1603,61912.69819488423
1604,258419.7467686045
1605,258457.37000763905
1606,178924.2890210622
1607,227471.65786247957
1608,225241.50199742708
1609,199912.0676172166
1610,153875.72499251855
1611,152331.39161738078
1612,179636.66618116037
1613,167651.68886867003
1614,117634.24250460509
1615,81979.51495956327
1616,63000.64636330423
1617,90082.90919839148
1618,120388.75568749802
1619,133329.38096055482
1620,170366.845817965
1621,142479.71048518387
1622,123068.4136635235
1623,267007.7404397046
1624,201449.7122201468
1625,112871.6157665723
1626,178996.80892111082
1627,184567.7000485803
1628,282000.9243474761
1629,204883.40492628305
1630,345011.59378937096
1631,237661.33228695695
1632,261108.2022452238
1633,183329.87698337785
1634,187301.38061320898
1635,167727.68178631947
1636,167565.96407182957
1637,177513.28200314473
1638,231645.2279709056
1639,212580.8790905613
1640,292886.94207299803
1641,211552.114224558
1642,226734.26044931985
1643,245128.02548919036
1644,239163.766850936
1645,191658.09614889487
1646,153889.0717949737
1647,174985.8624810567
1648,145374.90163601004
1649,132750.8316333054
1650,101574.2188815535
1651,113640.26993092382
1652,114026.67705373652
1653,119685.1589323082
1654,161346.50065697916
1655,161344.6811010728
1656,158686.6010271127
1657,162682.11596400826
1658,159354.40868062736
1659,147150.88666014117
1660,155185.23926841933
1661,350575.5323456817
1662,343367.03063238924
1663,330153.60015276214
1664,413023.7742527076
1665,302080.44426931744
1666,284957.2983316046
1667,318704.76338740275
1668,302772.3882523603
1669,280480.7551731819
1670,309197.5823806133
1671,249876.85237345612
1672,369517.3905529645
1673,279350.55673561594
1674,268750.5519545963
1675,192186.3115070283
1676,187046.15620442573
1677,212810.72853277926
1678,393174.7207005909
1679,325355.1865377831
1680,303760.96155729867
1681,261308.61648372584
1682,276702.2431941489
1683,214640.49455161416
1684,191407.88357426436
1685,175084.26086034253
1686,197833.93184576626
1687,186731.16731940978
1688,206713.7039138151
1689,203574.76588302595
1690,195148.89559142082
1691,182190.73021205445
1692,259762.56757461024
1693,186586.25435187365
1694,175988.9175399337
1695,187879.2420731585
1696,270552.80023951665
1697,194060.6186377087
1698,322110.08095034724
1699,306055.8302585995
1700,235040.87752802344
1701,267736.125442239
1702,278982.5899007453
1703,274973.0777222316
1704,278907.87708983873
1705,238456.73305507912
1706,374754.18616404734
1707,221188.76914019766
1708,217682.985397883
1709,281194.62665379816
1710,240183.23226957
1711,251452.2248503128
1712,279872.3140652492
1713,255287.1280352883
1714,229415.08030348062
1715,204988.87242281716
1716,218454.11918702442
1717,203848.6381879542
1718,158861.43258935795
1719,217341.23631690652
1720,258123.1174467085
1721,199989.0090567253
1722,135368.18165904703
1723,147732.53015029174
1724,235666.72557016835
1725,231979.93659379287
1726,190178.59685894614
1727,179744.0320205444
1728,190026.5020707643
1729,167741.11544915265
1730,203590.50040184497
1731,120515.85716295708
1732,114707.83875110769
1733,95287.48075513588
1734,99825.03868445731
1735,124983.9383604487
1736,107026.3366816009
1737,310696.8708568197
1738,230959.98077336117
1739,320763.9375177482
1740,230312.97330553224
1741,197408.01589378435
1742,173331.4204350568
1743,186562.07081169914
1744,274786.2460190081
1745,246364.08197045396
1746,282832.8257154373
1747,235251.43382516876
1748,255076.6044169059
1749,146826.66613975517
1750,154568.72816744004
1751,273239.72614923166
1752,105620.61620830954
1753,181724.94516411657
1754,223735.04836954223
1755,165724.58395101526
1756,104187.90609153383
1757,106604.44451227947
1758,148887.37025412614
1759,183220.31922654086
1760,163764.8988605088
1761,152439.15944360523
1762,176676.37841099454
1763,204232.31549177459
1764,100770.15231577633
1765,213280.5230307621
1766,178519.7326257662
1767,211866.49660358694
1768,132278.78087344184
1769,198039.4140600867
1770,136429.38335081935
1771,125359.4519544798
1772,142484.4895792047
1773,106017.86492242478
1774,185544.53684938094
1775,141981.42480195547
1776,126218.05951167224
1777,84635.12369780894
1778,132444.27420177497
1779,123893.57727541658
1780,194039.06443763198
1781,127481.19728460931
1782,47879.142180925235
1783,123476.36075186427
1784,73626.31714303233
1785,108675.52453420847
1786,156689.72973300307
1787,189566.34287265502
1788,-14008.107225935906
1789,96222.11898736004
1790,11242.684984731255
1791,245707.2514484676
1792,179172.47549981368
1793,142603.44307570904
1794,166527.78376510134
1795,141909.07126910356
1796,146234.2971187008
1797,131930.53047265485
1798,117106.64518361422
1799,88881.70440030145
1800,125484.74124676478
1801,107688.03186020465
1802,183156.4316080371
1803,189607.63024840178
1804,139998.2422064112
1805,139984.96876411117
1806,155137.4111016672
1807,153271.21651872667
1808,130216.22153789084
1809,97974.22962009697
1810,142134.21772544063
1811,91330.93772418867
1812,85511.11674491735
1813,126523.4316052536
1814,72234.67781060841
1815,-5955.289468486095
